clause,label,source_policy
These laws include: California Consumer Privacy Act (CCPA); Virginia Consumer Data Protection Act (VCDPA); Colorado Privacy Act (CPA); Connecticut Act Concerning Personal Data Privacy and Online Monitoring (CTDPA); and Utah Consumer Privacy Act (UCPA) This Privacy Policy is designed to help you understand how Waze handles your information: We explain the categories of information Waze collects and the sources of that information in Information That is Being Collected.,none,waze
We explain how Waze uses information in Why Waze Collects Data.,none,waze
We explain when Waze may disclose information in Sharing Your Information.,none,waze
Waze does not sell your personal information.,none,waze
Waze also does not “share” your personal information as that term is defined in the CCPA.,none,waze
We explain how Waze retains information in How Waze Retains Data We Collect.,none,waze
You can also learn more about How does Waze Use Aggregated Information.,none,waze
"When Waze anonymizes data to protect your privacy, we maintain policies and technical measures to avoid re-identifying that information.",none,waze
"state privacy laws also provide the right to request information about how Waze collects, uses, and discloses your information.",none,waze
"And they give you the right to access your information, sometimes in portable format, correct your information, and request that Waze delete that information.",none,waze
Many of these laws also provide the right to opt out of certain forms of profiling and targeted advertising.,ai_decisions,waze
They also provide the right to not be discriminated against for exercising these privacy rights.,none,waze
We describe the choices you have to manage your privacy and data in Controlling your personal information section.,none,waze
"These controls allow you to access, review, update and delete your information, as well as export and download a copy of it.",none,waze
"You can also turn off personalized ads, by visiting your in-app ad settings.",none,waze
"You can log in to the dashboard by going to the Waze website, then Settings, then choose Download your data archive.",none,waze
Note that in order to access the dashboard you will need a Waze account with a valid email address to receive your data archive.,none,waze
"When you use these tools, we’ll validate your request by verifying that you’re logged in to your Waze Account.",none,waze
If you have questions or requests related to your rights under U.S.,none,waze
"state privacy laws, you (or your authorized agent) can also contact Waze at privacy@waze.com.",none,waze
"And if you disagree with the decision on your request, you can ask Waze to reconsider it by responding to the support team’s email.",none,waze
state privacy laws require a description of data practices using specific categories.,none,waze
This table uses these categories to organize the information in this Privacy Policy.,none,waze
Changes to this Privacy Policy Waze may from time to time change the terms of this Privacy Policy.,none,waze
"Substantial changes will take effect 30 days after Waze has posted a: System message to users notifying them of changes to the Privacy Policy; and Notification on the Website’s homepage or any other relevant web pages, explaining the changes to the Privacy Policy alongside a comparison of the “old” and “new” versions of the Privacy Policy.",none,waze
Other changes will take effect 7 days after their initial posting on the Website.,none,waze
"However, if Waze amends this Privacy Policy to comply with legal requirements, the amendments will become effective immediately upon their initial posting, or as required.",none,waze
You agree to be bound by any of the changes made in the terms of this Privacy Policy.,none,waze
Continuing to use the Services will indicate your acceptance of the amended terms.,none,waze
"If you do not agree with any of the amended terms, you must avoid any further use of the Services.",none,waze
